V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228
5,7,9,13,9,4,106,5,105,18,2,1,5,13,8,1,2,8,2,4,7,3,0,24,1136,163,93,8,149,3,7,5,18,10,4,7,1,9,36,7,94,5,3,1,1,3,102,36,1,2,6,3,11,6,4,6,3,1,2,5,5,0,3,4,5,9,0,8,0,4,80,0,32,36,18,2,3,146,23,5,7,2,3,14,1,34,3,52,14,15,7,5,6,25,5,7,2,1,73,3,12,9,0,12,3,0,64,164,9,4,1,0,43,8,121,89,0,4,51,3,3,0,44,1,1,3,306,6,5,0,2,0,12,3,30,1,16,0,1,1,0,25,4,5,1,4,6,5,9,14,3,4,12,155,9,4,45,9,7,20,1,36,35,3,100,64,64,4,60,2,19,0,56,6,1,2244,4,86,8,26,64,16,40,16,2,10,109,8,40,58,0,5,82,11,7,26,3,10,0,3,29,8,16,3,13,12,31,32,34,5,25,2,77,5,8,0,72,7,14,20,11,2,9,6,105,57,8,6
10,16,4,84,19,3,112,6,133,17,2,3,7,14,6,3,6,4,0,7,1,6,2,17,1568,126,38,21,68,33,13,5,52,12,3,12,1,5,32,5,95,4,6,3,3,1,106,78,1,13,5,6,12,2,3,40,1,3,0,20,3,1,6,3,5,12,1,2,2,2,73,17,50,18,9,5,4,90,23,17,37,8,44,304,2,55,9,49,19,6,8,10,2,23,2,4,4,1,176,6,10,45,0,12,5,0,79,187,10,8,21,2,94,79,136,4,27,2,12,0,28,0,99,3,2,2,286,7,28,0,0,1,5,1,3,0,19,2,8,6,0,34,13,2,0,6,9,8,9,20,5,4,14,26,43,8,51,17,2,29,1,70,15,8,42,16,11,1,53,0,40,3,132,6,1,2229,4,33,2,43,76,17,32,18,2,14,58,8,2,81,2,5,140,10,4,16,1,2,26,5,23,6,5,2,1,6,26,51,16,4,33,1,58,3,4,3,63,32,27,35,13,4,4,2,33,9,13,15
4,8,18,75,11,7,78,5,114,3,5,0,13,11,2,1,0,5,1,1,1,11,0,16,1144,4,65,3,13,3,17,5,21,0,7,4,2,8,2,7,33,8,7,1,7,1,145,40,1,5,1,3,30,3,6,9,0,2,1,10,5,2,10,3,2,10,1,8,1,1,5,41,16,29,13,14,2,77,16,5,52,6,30,176,1,46,10,53,13,9,3,2,4,5,16,6,4,0,70,6,3,1,1,3,4,0,42,22,9,4,1,2,40,95,52,129,1,2,14,1,14,9,50,1,1,4,366,13,19,2,7,2,13,0,40,1,12,3,7,5,0,38,33,6,1,3,6,6,4,23,3,3,15,130,32,7,56,21,7,45,2,59,6,1,90,34,3,4,43,0,30,1,68,4,2,32,3,6,5,10,89,7,21,8,5,5,48,8,29,160,4,5,98,3,5,14,1,9,5,0,42,1,21,0,6,6,32,196,46,15,36,0,18,4,4,1,91,93,17,37,7,4,1,3,39,1,7,10
4,12,7,71,6,0,87,10,186,6,1,0,4,10,2,0,4,7,2,1,1,5,4,1,1373,17,59,7,144,38,32,4,14,6,5,11,1,3,4,4,84,3,4,3,7,2,197,43,2,8,8,6,11,12,2,18,3,2,4,12,4,2,8,0,9,12,0,3,1,3,32,18,1,0,10,2,2,2,22,1,35,3,3,121,3,7,3,21,20,14,7,9,5,13,9,6,1,0,53,6,11,9,0,3,0,0,40,224,9,9,17,0,20,14,57,48,5,3,11,0,15,5,51,1,1,3,187,9,2,3,1,1,9,1,15,0,10,1,4,4,0,30,11,8,4,2,13,8,5,42,4,7,8,119,32,6,56,1,2,33,2,58,2,6,39,37,5,2,6,1,29,0,66,40,1,112,2,69,2,9,51,11,28,16,4,9,71,11,5,152,0,13,184,1,6,18,1,4,1,4,1,1,15,4,10,11,38,43,5,9,19,1,28,2,3,0,8,39,0,9,3,2,8,3,5,78,19,5
8,6,12,33,5,6,105,2,117,4,7,2,1,11,1,2,0,6,1,0,1,5,4,2,1457,127,93,32,117,4,21,4,26,9,1,6,1,2,75,7,25,4,8,1,3,0,13,17,0,7,8,29,26,1,2,26,3,5,1,20,1,2,9,1,6,1,2,4,0,1,70,32,7,24,39,7,5,63,28,15,6,0,4,341,5,28,2,35,15,16,5,2,5,6,3,3,4,1,65,9,2,76,0,19,6,0,59,192,5,7,31,2,63,121,70,34,3,3,5,1,26,2,69,1,4,3,18,12,29,0,3,3,6,0,42,1,31,3,2,4,0,34,10,5,2,2,7,3,6,7,7,16,14,26,28,12,45,21,1,70,1,87,21,2,91,30,28,1,56,1,37,1,12,5,1,2624,3,67,10,34,54,10,38,25,3,6,142,9,5,0,2,4,193,3,3,22,0,7,4,11,33,6,6,2,9,2,34,44,16,13,67,2,39,2,4,1,107,69,1,53,10,2,6,1,5,48,4,13
14,14,12,83,19,2,109,5,40,6,4,1,8,3,1,3,4,7,5,0,0,3,1,19,1429,176,64,10,106,4,6,6,36,3,6,12,5,4,57,5,185,2,7,4,6,2,89,67,0,9,3,13,45,11,0,4,2,2,1,16,4,4,5,3,3,1,0,2,0,2,13,8,18,54,20,8,3,5,12,4,35,2,5,268,2,24,3,7,42,13,9,2,5,5,0,3,5,1,148,11,4,1,4,8,1,0,71,20,2,5,11,2,41,11,102,110,7,4,1,3,17,3,67,0,2,2,280,13,32,2,3,2,12,1,37,1,21,1,5,2,0,5,11,10,3,3,11,3,7,40,3,2,14,106,32,8,81,16,3,66,2,48,3,3,2,18,20,1,2,0,28,0,28,71,1,1631,3,15,5,13,29,18,27,17,1,10,136,9,9,86,0,3,107,6,5,21,0,2,7,1,66,3,4,1,6,7,18,190,66,2,55,0,103,2,6,0,85,27,1,25,6,8,5,3,56,94,6,9
20,6,13,23,25,1,114,11,163,3,5,2,8,12,2,4,4,3,3,4,5,5,1,3,2003,36,105,18,112,4,16,3,46,5,4,9,3,14,13,4,110,3,5,2,7,3,63,46,8,10,4,27,20,17,0,35,0,2,1,6,6,1,10,4,1,5,3,7,1,3,81,47,1,3,19,2,2,36,24,10,35,6,18,235,1,23,6,47,14,19,4,14,2,19,17,2,10,4,135,10,2,6,2,18,7,0,54,17,8,8,0,3,48,175,91,83,22,2,7,0,22,5,58,0,0,3,151,8,6,2,7,0,10,1,57,4,20,0,5,0,0,37,9,7,4,3,8,5,9,6,5,10,12,136,3,6,69,5,1,66,2,4,2,4,57,14,10,3,49,0,62,0,81,54,2,3185,4,9,13,15,89,9,7,6,4,11,152,9,8,209,2,8,96,6,6,26,1,1,2,0,49,3,9,0,9,5,28,263,82,21,25,2,51,5,2,3,80,35,11,53,5,2,2,2,37,75,13,12
9,12,14,54,38,8,108,11,184,4,5,1,8,25,3,7,4,8,2,2,3,4,1,16,2041,89,73,13,226,36,8,6,16,8,11,5,2,4,36,7,13,5,6,7,14,0,88,28,2,6,16,8,34,16,2,45,2,2,1,18,2,2,6,7,1,13,1,1,2,2,170,46,1,51,13,1,1,39,33,24,65,1,3,317,6,7,6,6,43,24,11,2,0,30,10,3,5,1,124,5,3,7,4,26,2,0,87,474,12,9,10,3,28,144,85,0,18,2,28,1,26,2,8,2,1,4,4,7,9,2,2,2,18,0,29,2,33,3,7,7,0,80,17,4,5,6,9,3,5,4,4,11,16,22,2,4,35,26,6,5,2,69,10,12,1,15,16,1,40,2,54,1,45,1,1,2385,4,45,11,12,59,9,48,13,2,12,108,17,21,8,0,1,141,4,7,20,2,10,11,10,1,1,8,2,26,5,39,50,85,6,57,8,51,4,1,4,95,76,9,61,7,7,9,6,70,131,15,10
4,5,3,98,27,3,46,3,155,19,7,3,2,12,2,4,10,9,6,0,0,12,1,28,1137,4,86,2,154,47,8,7,14,10,6,8,4,6,25,7,44,5,11,4,2,1,5,59,2,5,6,31,32,5,4,27,1,4,1,16,8,3,3,7,0,6,1,7,0,2,7,143,37,0,27,7,0,3,22,10,10,8,68,11,2,60,2,73,16,13,16,22,3,18,6,5,4,3,106,10,11,123,3,24,5,0,67,197,10,7,25,1,69,4,182,42,0,4,2,0,25,2,78,1,1,2,202,16,111,2,1,0,6,1,101,0,3,3,5,2,0,31,10,2,1,3,10,6,11,20,1,13,13,159,3,12,115,24,4,109,5,105,6,2,86,34,30,6,29,0,47,1,98,3,2,3322,4,46,12,12,72,17,50,13,3,19,55,12,15,187,0,7,16,7,5,19,0,8,16,12,62,3,19,1,20,5,4,261,10,21,34,3,57,6,2,2,196,22,26,5,0,3,2,2,17,115,9,27
3,3,14,100,18,3,122,8,165,9,3,3,0,13,5,1,3,7,1,1,1,6,0,8,178,156,82,2,107,4,27,1,12,2,2,14,3,11,37,2,28,8,6,1,0,2,142,39,2,12,13,7,30,7,6,8,0,2,0,5,1,5,6,3,1,1,0,9,1,6,35,22,23,21,26,10,3,80,13,11,15,2,27,13,3,37,3,39,13,15,8,8,0,15,7,7,2,0,74,10,6,10,1,4,9,0,83,366,4,16,25,1,62,74,106,40,12,5,24,3,20,5,102,2,3,3,214,14,44,3,3,1,14,1,1,1,2,1,3,3,0,59,10,6,1,0,11,13,12,39,5,5,24,14,4,3,75,6,3,34,1,75,3,6,58,33,40,2,58,7,22,0,32,50,3,3598,8,46,2,7,65,8,30,13,2,1,122,8,12,2,3,3,118,9,8,19,0,9,4,23,40,5,17,4,7,10,29,187,43,27,33,1,52,7,5,3,15,18,1,19,1,3,9,4,55,74,5,12
11,6,9,96,18,7,118,3,89,15,2,0,9,13,0,1,4,6,1,1,3,4,1,19,1985,101,54,18,83,4,16,5,27,9,0,5,1,7,57,8,51,6,2,0,1,1,79,39,2,6,18,12,35,9,2,6,2,5,6,25,3,1,12,0,4,7,1,3,2,0,53,39,31,1,16,9,0,8,15,28,36,8,46,234,3,40,3,8,12,12,5,7,4,18,9,3,6,0,14,25,6,30,1,14,6,0,94,232,7,9,27,3,62,88,114,64,15,2,11,1,33,10,84,0,1,8,230,9,7,3,7,0,4,5,29,1,12,2,2,0,0,26,9,1,5,3,20,9,15,14,4,8,13,32,40,12,35,5,7,7,0,4,10,1,96,24,7,6,8,1,49,2,59,33,0,1623,7,19,8,7,11,8,20,12,6,7,94,11,22,110,1,2,68,6,10,22,0,1,3,21,1,5,4,0,13,0,35,153,64,21,13,2,48,5,1,3,12,35,4,23,12,6,2,1,69,72,13,10
12,7,9,115,13,6,147,5,129,0,2,2,0,22,1,5,5,7,3,2,2,5,2,10,1083,6,53,1,192,45,25,2,22,5,1,8,7,6,4,4,4,9,13,6,7,2,106,36,1,8,2,14,10,47,2,11,0,4,2,16,5,1,8,3,1,10,0,2,1,7,9,51,1,22,24,3,2,50,28,4,45,8,42,246,1,57,0,15,34,7,7,9,0,13,10,4,4,5,17,7,5,52,4,10,4,0,92,144,11,3,16,6,87,68,14,25,20,2,14,2,6,0,54,1,3,1,493,10,44,4,1,3,5,3,5,0,18,1,9,2,0,51,10,9,1,1,5,0,11,29,5,8,7,141,46,4,72,17,2,83,0,69,24,1,90,14,1,3,102,2,44,1,20,89,3,67,1,37,7,4,35,9,49,15,5,5,71,15,8,3,0,9,91,9,5,20,3,3,15,5,15,2,9,0,7,2,33,201,67,0,54,5,64,7,3,3,10,58,6,42,9,3,4,6,30,65,13,7
9,6,13,24,17,2,90,11,327,2,4,2,10,11,1,4,5,5,6,2,2,9,2,20,1278,167,13,6,154,24,11,2,3,14,2,15,0,5,40,4,38,7,3,0,2,0,119,33,2,10,5,13,7,9,4,36,2,4,3,14,5,8,12,1,1,5,1,5,1,4,35,3,42,3,22,3,2,60,31,19,41,2,42,329,2,74,4,18,10,6,16,10,1,12,11,3,8,2,45,4,5,37,1,12,5,0,37,104,8,8,32,5,89,146,137,22,1,1,23,0,8,7,65,1,6,2,314,4,28,2,4,2,10,1,45,2,8,1,1,3,0,26,3,2,5,5,7,1,6,28,4,11,7,156,5,6,71,15,1,94,2,27,29,6,91,20,31,5,48,1,45,3,69,30,4,1808,1,52,12,13,66,7,28,13,3,12,80,14,25,4,3,7,115,7,12,20,1,9,23,26,69,6,9,2,19,13,6,288,15,19,15,6,56,7,4,7,16,41,2,38,11,3,5,8,26,101,10,18
5,1,20,19,20,6,107,3,122,5,3,1,10,14,1,1,1,9,2,2,0,4,0,17,854,162,55,34,72,18,14,3,7,7,2,14,1,11,49,5,23,0,10,2,1,1,72,26,5,16,11,45,55,3,2,25,1,3,1,11,3,3,8,6,1,7,0,2,2,3,37,52,0,35,17,4,0,46,26,11,37,5,41,178,3,17,3,46,10,7,9,3,3,12,10,4,4,1,74,11,11,27,0,9,3,0,29,9,0,3,20,2,16,83,37,35,20,1,0,0,8,1,17,1,0,3,176,2,46,0,1,2,4,2,50,0,15,1,5,0,0,44,6,10,3,1,8,7,2,31,3,13,7,21,4,7,51,11,4,44,2,35,14,1,140,22,37,2,17,4,30,1,15,2,0,803,1,46,9,12,54,2,24,8,4,8,56,11,5,3,2,6,115,2,7,19,2,4,16,5,13,4,7,0,14,3,14,172,50,7,17,0,20,4,0,2,15,15,0,11,3,5,3,2,49,5,1,5
25,14,14,107,31,3,20,9,252,13,4,3,8,27,4,4,3,15,4,2,1,13,1,31,3064,345,194,9,21,35,18,6,57,1,5,13,3,5,38,11,5,6,5,5,21,0,14,47,3,13,20,23,14,13,0,3,4,0,6,17,5,0,11,4,1,23,1,7,0,5,92,100,45,59,44,5,0,3,31,7,67,1,60,14,1,49,7,47,34,3,8,9,5,11,5,2,2,2,82,11,2,145,2,9,6,0,32,236,9,7,20,5,57,245,102,42,8,3,3,0,3,3,4,5,1,4,384,19,42,1,4,4,4,2,54,2,56,3,1,4,0,36,10,6,1,5,13,0,8,66,12,3,17,29,22,2,37,18,5,64,1,121,0,7,72,51,1,3,167,3,59,0,12,3,0,1055,8,45,8,35,20,7,12,2,4,8,136,18,15,353,0,16,148,15,15,24,2,4,11,5,2,1,15,2,111,6,9,33,17,20,50,4,12,4,3,3,99,51,7,14,5,5,5,2,2,42,17,13
24,18,15,107,22,2,85,5,80,0,7,0,0,14,1,1,1,6,7,2,1,7,4,14,1908,83,44,17,20,39,12,7,6,15,2,5,3,8,58,12,138,3,13,0,8,2,5,34,3,8,13,10,30,20,4,1,0,3,5,4,3,2,8,2,7,23,0,6,6,0,29,28,23,1,15,5,6,7,37,27,44,3,47,273,0,7,4,44,1,18,9,7,4,35,20,6,4,2,85,9,5,35,2,7,5,0,78,151,10,4,6,1,44,43,161,53,6,3,15,1,15,3,58,0,2,4,255,4,47,1,6,0,12,0,4,2,15,4,0,1,0,2,17,7,4,0,6,8,9,35,9,3,14,177,63,1,48,9,2,26,0,24,9,5,1,47,1,2,77,2,44,3,98,55,0,3267,2,45,9,19,42,17,29,19,2,12,61,30,41,120,1,4,172,8,19,22,0,7,3,22,25,4,3,1,7,12,20,223,60,7,21,1,55,1,2,0,8,52,4,13,15,3,1,0,6,59,14,11
6,7,12,78,17,4,100,3,37,11,4,2,11,16,5,0,2,3,2,2,4,12,1,20,1154,112,6,17,140,7,13,9,17,3,7,14,1,4,6,6,8,3,8,0,12,0,1,28,3,6,4,6,7,4,2,5,1,2,0,4,5,3,7,5,0,11,2,0,2,2,40,5,9,24,10,1,2,28,29,5,15,6,41,134,2,30,4,14,25,4,5,2,2,22,12,4,2,0,54,5,3,18,2,24,10,0,39,22,9,0,20,0,5,128,67,81,15,2,32,2,14,4,51,0,4,7,132,10,39,0,7,0,13,0,4,4,5,7,4,2,0,26,12,3,2,2,4,5,10,28,2,2,12,126,48,11,42,20,1,11,2,2,7,2,68,45,27,3,106,0,13,4,49,26,0,3340,2,26,7,36,73,4,24,13,1,2,107,11,17,61,2,5,69,5,3,12,1,4,18,10,27,3,7,2,6,3,25,34,34,3,11,2,39,9,1,2,103,31,1,41,10,3,4,2,34,10,10,7
17,10,13,69,15,4,132,12,145,8,3,0,15,2,2,3,2,5,1,2,2,9,0,21,165,96,44,23,12,5,4,2,40,3,2,4,4,11,2,4,106,3,16,4,5,1,119,70,4,2,7,20,33,5,2,12,2,5,2,12,6,1,4,3,3,10,1,9,0,3,72,8,1,32,22,6,0,29,14,15,18,4,27,314,2,14,4,54,46,41,7,2,2,13,7,4,3,5,107,10,3,19,2,11,7,0,58,233,9,5,21,1,41,246,115,52,0,2,16,2,18,1,140,1,0,2,177,12,32,0,2,1,10,4,17,2,31,3,2,1,0,90,11,6,1,2,11,16,6,2,3,3,20,45,3,5,123,5,5,39,2,1,20,7,44,56,28,2,45,2,49,1,106,54,2,962,7,10,9,8,78,5,38,8,9,6,80,21,9,127,2,4,182,4,14,17,1,7,18,31,46,2,11,1,12,11,4,244,20,4,18,0,32,4,5,0,127,41,8,36,1,2,9,7,62,93,15,8
9,18,23,8,11,2,100,6,182,9,1,0,13,10,5,2,4,9,2,0,3,5,3,22,1261,157,8,24,92,19,7,10,35,4,3,7,4,2,30,5,81,2,10,1,3,1,92,35,4,15,6,28,45,12,2,26,2,4,4,20,5,3,2,3,3,7,0,0,2,1,52,59,16,24,22,2,3,30,12,16,15,2,41,290,4,13,5,32,41,14,7,10,1,19,3,6,9,2,206,11,5,10,1,12,4,0,59,148,7,4,37,4,41,78,129,1,20,4,18,1,20,3,23,1,1,9,297,6,6,6,1,1,16,4,4,1,7,1,3,4,0,46,20,8,6,0,12,21,2,47,2,16,8,38,40,9,62,32,3,8,1,4,12,6,76,32,25,2,48,1,45,3,60,77,0,873,4,6,3,22,20,3,42,15,8,7,84,9,23,250,3,1,198,4,15,13,0,2,14,1,6,2,11,0,25,3,38,325,19,21,13,3,56,4,1,1,108,3,12,26,2,9,5,3,72,105,5,8
3,3,8,26,19,3,102,10,126,3,4,1,1,10,3,1,7,4,2,2,4,3,2,22,824,7,57,2,16,21,4,4,29,13,3,13,3,17,3,7,52,11,11,0,14,3,65,28,6,4,13,19,13,19,1,28,1,0,2,5,4,0,19,4,2,9,1,0,0,2,44,50,48,57,25,3,1,1,12,11,6,9,8,210,1,41,3,38,14,14,9,2,1,8,6,0,1,0,26,4,6,21,2,8,3,0,68,136,13,10,11,5,111,226,135,87,0,7,10,1,6,1,42,2,2,2,184,5,15,3,5,0,9,1,1,0,49,1,3,0,0,5,17,1,2,1,8,10,9,4,5,8,7,28,0,8,45,8,3,25,1,64,20,4,43,8,36,3,61,1,35,0,91,15,0,3421,3,7,7,22,58,5,31,5,4,6,75,22,10,63,3,1,132,5,7,19,2,4,8,18,41,3,7,3,19,7,26,129,11,13,28,0,52,4,4,1,100,51,24,40,0,5,3,1,62,73,8,10
8,19,8,11,37,5,86,10,178,9,2,1,8,19,2,0,4,1,4,0,3,15,0,27,2033,193,61,12,195,4,13,5,5,9,0,15,2,4,25,10,64,8,8,1,4,3,48,57,4,12,5,6,28,13,5,29,2,5,0,6,3,2,16,3,1,15,1,17,1,5,62,33,3,24,25,5,3,61,20,39,23,2,38,252,0,47,12,3,16,19,10,9,0,21,10,5,3,2,64,8,7,28,1,26,8,0,92,29,7,9,8,1,46,231,17,15,15,1,23,3,7,5,74,1,2,4,263,9,31,4,8,1,18,0,23,0,39,2,1,4,1,41,16,8,5,1,10,9,7,15,5,14,18,157,9,12,86,10,9,39,3,129,18,5,40,10,29,3,19,1,35,2,117,10,2,2206,5,61,10,15,50,11,29,8,3,10,75,9,48,295,1,10,22,14,11,29,2,8,0,12,51,8,17,2,7,6,21,376,56,11,34,3,53,7,2,3,6,24,11,107,2,6,4,0,74,64,14,21
19,18,6,26,23,2,87,3,221,9,3,0,7,11,2,3,3,6,3,1,0,7,2,11,1393,133,10,17,28,43,9,1,46,2,5,4,1,3,26,2,38,12,9,5,6,0,96,39,3,5,8,20,16,6,3,29,0,5,4,2,1,1,5,1,2,5,0,2,0,2,16,43,15,1,8,7,2,80,4,22,11,4,5,342,1,33,3,20,3,3,7,1,2,9,4,6,6,3,22,6,6,1,0,18,2,0,64,202,5,3,18,3,58,22,197,1,24,6,11,2,13,1,16,3,0,5,17,7,28,2,7,1,6,1,76,1,10,1,3,2,0,18,8,10,3,1,9,9,11,34,6,1,18,26,58,7,74,7,4,16,0,39,6,5,72,37,45,4,102,2,44,2,156,108,2,41,1,88,9,8,41,10,12,15,3,3,63,7,20,266,5,4,192,12,6,21,1,5,16,4,3,9,19,2,1,3,29,202,51,5,29,4,39,5,2,8,11,19,2,48,4,2,3,2,35,97,8,6
4,12,6,87,24,5,89,7,123,6,0,1,15,13,2,3,3,11,1,2,2,12,1,22,1274,107,8,2,123,14,7,5,60,6,2,6,0,9,35,5,4,4,3,1,5,2,55,61,5,17,9,10,19,17,4,12,2,0,2,14,10,0,12,4,1,10,0,5,1,3,26,15,54,4,31,2,1,75,15,41,34,1,33,258,5,29,5,16,11,16,4,10,2,12,7,4,2,1,56,8,4,37,2,19,2,0,71,125,6,0,1,3,44,86,79,7,15,5,1,2,15,2,8,1,5,5,127,8,13,0,6,0,4,0,23,2,10,1,1,1,1,3,2,5,1,1,10,8,17,31,4,4,25,106,18,5,48,16,3,45,1,5,25,7,64,14,21,2,37,2,41,1,14,80,0,1796,3,12,12,13,26,10,25,21,3,2,52,15,10,216,2,9,56,10,7,25,2,10,17,21,18,4,12,0,3,4,28,190,9,20,48,3,44,10,7,3,60,26,8,31,4,4,9,1,58,57,16,4
3,13,39,121,13,3,37,2,65,3,1,2,5,15,4,2,1,2,0,0,2,9,0,11,1618,87,55,8,122,9,15,2,31,0,1,9,1,9,25,8,91,9,7,2,6,0,56,33,4,10,19,6,20,4,2,11,3,9,1,3,3,3,1,1,0,1,0,4,1,1,36,1,4,49,10,1,4,48,3,39,35,8,6,186,4,29,3,16,18,15,6,2,0,22,8,3,5,3,8,5,4,21,1,3,5,0,112,133,17,1,26,6,103,80,86,48,3,4,7,0,23,3,64,1,2,3,204,8,79,2,3,0,16,1,27,4,21,1,4,3,0,3,14,10,5,1,6,11,10,25,4,5,9,115,24,2,68,6,2,88,1,77,21,4,107,40,21,0,83,0,36,0,32,2,0,2291,3,17,7,19,74,4,31,14,3,4,67,15,9,149,2,5,14,13,7,5,2,5,1,20,8,1,9,0,7,11,10,54,6,2,71,1,35,5,1,5,17,19,8,21,1,3,5,1,36,80,10,14
8,21,16,23,24,1,106,10,153,12,4,0,7,19,4,7,1,22,0,2,0,2,2,23,214,6,80,1,18,39,10,10,31,1,3,3,7,7,15,9,109,8,7,2,3,3,96,56,0,6,14,40,39,1,1,42,5,4,5,4,2,1,4,4,3,7,0,6,0,6,16,26,58,88,20,9,10,181,24,14,35,8,35,395,4,52,4,48,46,8,3,17,5,26,11,3,4,5,117,7,19,4,0,31,3,0,85,83,10,5,41,3,56,91,133,2,0,5,1,2,6,6,16,1,7,2,322,12,35,3,2,2,16,4,49,6,3,3,2,6,0,59,3,10,1,0,8,7,20,49,5,3,28,31,26,15,58,12,3,76,2,3,60,6,130,15,31,3,65,5,46,2,81,136,1,1950,0,27,5,39,46,7,24,28,3,8,282,10,1,1,0,4,220,13,10,30,1,1,11,19,42,8,1,4,12,3,5,41,51,2,79,3,23,2,3,0,67,38,9,62,8,3,7,3,13,43,3,19
6,7,8,28,18,1,108,4,68,5,9,2,7,10,4,2,8,5,2,2,2,7,0,20,1556,82,11,9,59,33,5,2,3,4,4,3,1,2,6,7,74,5,9,2,5,5,55,32,2,10,6,7,11,9,1,17,1,3,3,2,3,0,8,4,1,5,1,5,0,1,46,0,21,14,26,5,2,2,6,17,49,1,28,236,4,19,4,17,31,8,6,4,1,13,1,7,3,3,78,3,2,30,0,10,3,0,37,182,12,3,22,5,81,80,52,42,16,3,1,5,14,1,55,4,4,4,178,8,31,2,4,0,8,1,27,2,21,0,1,3,0,30,13,6,3,1,5,4,8,18,5,9,15,102,3,10,58,11,2,49,2,94,8,2,3,18,9,3,3,5,44,2,51,36,1,833,7,9,11,8,12,12,36,12,4,13,32,7,30,150,1,8,19,5,11,10,1,8,4,6,1,4,13,0,7,6,33,37,38,16,60,2,29,9,1,1,107,39,4,37,7,2,5,1,5,5,8,8
18,4,10,71,20,3,74,7,223,2,2,2,1,7,3,2,2,9,1,0,2,4,4,11,849,173,12,9,37,16,17,3,32,3,7,6,1,10,34,13,32,3,7,2,3,6,34,29,3,10,9,10,21,10,4,47,0,6,1,19,4,0,11,1,5,7,1,7,1,2,54,76,20,6,16,4,4,24,37,27,36,5,2,197,0,47,0,5,7,16,7,9,0,6,9,6,2,0,44,11,4,59,0,9,3,0,30,11,3,2,13,1,54,58,114,89,1,4,1,3,43,2,52,0,4,1,169,8,21,1,6,2,4,4,25,2,15,2,5,5,0,6,9,7,4,3,9,8,8,18,9,4,5,131,37,2,50,16,3,51,2,18,13,5,56,32,37,0,67,0,46,1,138,37,1,3756,7,12,11,10,45,6,30,13,0,17,100,11,6,62,3,8,15,9,9,16,1,6,7,9,53,2,7,2,23,2,40,36,52,17,25,4,50,1,3,4,78,20,8,31,4,1,5,3,59,70,11,8
8,13,10,79,11,4,42,9,59,3,5,2,15,15,2,2,3,5,1,3,2,6,2,35,1510,177,10,3,113,30,0,4,22,9,10,8,3,10,39,4,73,3,3,1,7,2,5,66,3,16,8,24,25,9,1,27,0,0,1,10,6,2,9,4,4,3,1,7,5,3,35,55,24,139,15,7,2,5,15,11,10,5,27,22,5,10,6,31,31,1,5,1,5,4,8,9,0,1,22,11,9,7,2,11,5,0,39,166,15,9,33,7,87,71,109,108,6,6,33,1,11,2,11,0,4,2,8,13,38,3,7,2,8,2,37,1,7,3,4,2,0,21,9,8,3,3,6,4,13,14,9,15,14,147,23,7,32,10,4,49,1,33,24,3,4,8,15,2,87,2,44,3,9,31,0,2304,3,24,6,20,41,13,41,9,2,2,221,15,17,246,0,2,20,7,8,12,3,14,10,4,47,5,6,8,9,4,10,29,12,4,28,2,77,2,1,1,69,15,1,7,19,6,2,4,42,84,15,12
14,6,27,89,20,7,51,4,153,5,4,0,4,9,1,0,4,10,2,0,3,2,0,13,1290,59,66,9,141,14,14,2,31,5,1,11,0,20,70,2,93,2,8,0,1,3,140,33,5,6,7,11,32,8,2,8,0,5,3,14,1,2,6,3,0,6,1,1,1,3,48,33,53,41,28,2,0,47,17,6,9,4,22,8,2,51,4,36,31,15,3,6,1,22,9,6,2,5,17,7,4,31,2,3,6,0,61,137,8,2,35,2,33,110,103,5,21,7,14,2,8,2,78,0,2,2,137,2,22,0,5,2,4,3,20,0,13,1,3,2,0,29,7,8,1,4,6,8,12,6,4,8,12,114,1,4,6,10,2,53,5,45,9,6,60,30,43,3,64,1,31,2,41,12,1,1377,6,7,7,36,16,5,19,8,5,0,67,22,25,6,2,8,101,11,12,10,2,8,2,4,0,4,14,3,1,5,43,180,55,20,42,4,49,9,0,3,59,3,1,23,7,2,6,1,38,14,9,11
